,v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,Text_clean,sentiment
610,spam, days to kick off  For Euro U will be kept up to date with the latest news and results daily  To be removed send GET TXT STOP to ,,,,days kick euro u kept date latest news results daily removed send get txt stop,negative
611,ham,Its a valentine game      Send dis msg to all ur friends    If  answers r d same then someone really loves u  Ques  which colour suits me the best rply me,,,,valentine game send dis msg ur friends answers r someone really loves u ques colour suits best rply,positive
612,ham,I have many dependents,,,,many dependents,positive
613,ham,THANX TODAY CER IT WAS NICE  CATCH UP BUT WE AVE  FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON C,,,,thanx today cer nice catch ave find time often oh well take care c u soon c,positive
614,ham,I called and said all to him  then he have to choose this future ,,,,called said choose future,positive
615,ham,\Happy valentines day\  I know its early but i have hundreds of handsomes and beauties to wish  So i thought to finish off aunties and uncles st  ,,,,\happy valentines day\ know early hundreds handsomes beauties wish thought finish aunties uncles st,positive
616,ham,He like not v shock leh  Cos telling shuhui is like telling leona also  Like dat almost all know liao  He got ask me abt ur reaction lor ,,,,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor,positive
617,ham,For my family happiness ,,,,family happiness,positive
618,ham,I come n pick Ì_ up  Come out immediately aft ur lesson ,,,,come n pick ì_ come immediately aft ur lesson,positive
619,ham,Let there be snow  Let there be snow  This kind of weather brings ppl together so friendships can grow ,,,,let snow let snow kind weather brings ppl together friendships grow,positive
620,ham,Dear we got   lt  gt   dollars hi hi,,,,dear got lt gt dollars hi hi,positive
621,ham,Good words  But words may leave u in dismay many times ,,,,good words words may leave u dismay many times,negative
622,ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU RE CONCERNED,,,,make sure alex knows birthday fifteen minutes far concerned,positive
623,ham,sorry  no  have got few things to do  may be in pub later ,,,,sorry got things may pub later,negative
624,ham,Nah it s straight  if you can just bring bud or drinks or something that s actually a little more useful than straight cash,,,,nah straight bring bud drinks something actually little useful straight cash,positive
625,ham,Haha good to hear  I m officially paid and on the market for an th,,,,haha good hear officially paid market th,positive
626,ham,How many licks does it take to get to the center of a tootsie pop ,,,,many licks take get center tootsie pop,positive
627,ham,Yup i thk they r e teacher said that will make my face look longer  Darren ask me not  cut too short ,,,,yup thk r e teacher said make face look longer darren ask cut short,negative
628,spam,New TEXTBUDDY Chat  horny guys in ur area  just p Free  receive Search postcode or at gaytextbuddy com  TXT ONE name to ,,,,new textbuddy chat horny guys ur area p free receive search postcode gaytextbuddy com txt one name,positive
629,spam,Todays Vodafone numbers ending with  are selected to a receive a å£ award  If your number matches call  to receive your å£ award ,,,,todays vodafone numbers ending selected receive å£ award number matches call receive å£ award,positive
630,ham,Please dont say like that  Hi hi hi,,,,please dont say like hi hi hi,positive
631,ham,Thank u ,,,,thank u,positive
632,ham,Oh that was a forwarded message  I thought you send that to me,,,,oh forwarded message thought send,positive
633,ham,Got it  Seventeen pounds for seven hundred ml ÛÒ hope ok ,,,,got seventeen pounds seven hundred ml ûò hope ok,positive
634,spam,Dear Voucher Holder   claim this weeks offer  at your PC go to http  www e tlp co uk expressoffer Ts Cs apply  stop texts txt STOP to  ,,,,dear voucher holder claim weeks offer pc go http www e tlp co uk expressoffer ts cs apply stop texts txt stop,negative
635,ham,Me n him so funny ,,,,n funny,positive
636,ham,Sweetheart  hope you are not having that kind of day  Have one with loads of reasons to smile  Biola,,,,sweetheart hope kind day one loads reasons smile biola,positive
637,ham,When Ì_ login dat time  Dad fetching Ì_ home now ,,,,ì_ login dat time dad fetching ì_ home,positive
638,ham,What will we do in the shower  baby ,,,,shower baby,positive
639,ham,I had askd u a question some hours before  Its answer,,,,askd u question hours answer,positive
640,ham,Well imma definitely need to restock before thanksgiving  I ll let you know when I m out,,,,well imma definitely need restock thanksgiving let know,positive
641,ham, said kiss  kiss  i can t do the sound effects  He is a gorgeous man isn t he  Kind of person who needs a smile to brighten his day  ,,,,said kiss kiss sound effects gorgeous man kind person needs smile brighten day,positive
642,ham,Probably gonna swing by in a wee bit,,,,probably gonna swing wee bit,positive
643,ham,Ya very nice     be ready on thursday,,,,ya nice ready thursday,positive
644,ham,Allo  We have braved the buses and taken on the trains and triumphed  I mean weÛ÷re in bÛ÷ham  Have a jolly good rest of week,,,,allo braved buses taken trains triumphed mean weû÷re bû÷ham jolly good rest week,positive
645,ham,Watching cartoon  listening music  amp  at eve had to go temple  amp  church  What about u ,,,,watching cartoon listening music amp eve go temple amp church u,positive
646,ham,Do you mind if I ask what happened  You dont have to say if it is uncomfortable ,,,,mind ask happened dont say uncomfortable,positive
647,spam,PRIVATE  Your  Account Statement for shows  un redeemed S  I  M  points  Call  Identifier Code   Expires   ,,,,private account statement shows un redeemed points call identifier code expires,positive
648,ham,No prob  I will send to your email ,,,,prob send email,positive
649,spam,You have won    cash or a    prize  To claim  call  T C  RSTM  SW SS  ppm,,,,cash prize claim call c rstm sw ss ppm,positive
650,ham,Thats cool  Sometimes slow and gentle  Sonetimes rough and hard   ,,,,thats cool sometimes slow gentle sonetimes rough hard,positive
651,ham,I m gonna say no  Sorry  I would but as normal am starting to panic about time  Sorry again  Are you seeing on Tuesday ,,,,gonna say sorry would normal starting panic time sorry seeing tuesday,negative
652,ham,Wait  do you know if wesleys in town  I bet she does hella drugs ,,,,wait know wesleys town bet hella drugs,positive
653,ham,Fine i miss you very much ,,,,fine miss much,positive
654,ham,Did u got that persons story,,,,u got persons story,positive
655,ham,Tell them the drug dealer s getting impatient,,,,tell drug dealer getting impatient,negative
656,ham,Sun cant come to earth but send luv as rays  cloud cant come to river but send luv as rain  I cant come to meet U  but can send my care as msg to U  Gud evng,,,,sun cant come earth send luv rays cloud cant come river send luv rain cant come meet u send care msg u gud evng,positive
657,ham,You will be in the place of that man,,,,place man,positive
658,ham,It doesnt make sense to take it there unless its free  If you need to know more  wikipedia com,,,,doesnt make sense take unless free need know wikipedia com,positive
659,spam, and  are premium phone services call ,,,,premium phone services call,positive
660,ham,Under the sea  there lays a rock  In the rock  there is an envelope  In the envelope  there is a paper  On the paper  there are  words   ,,,,sea lays rock rock envelope envelope paper paper words,positive
661,ham,Then mum s repent how ,,,,mum repent,positive
662,ham,Sorry me going home first  Daddy come fetch Ì_ later ,,,,sorry going home first daddy come fetch ì_ later,negative
663,ham,Leave it de    Start Prepare for next   ,,,,leave de start prepare next,negative
664,ham,Yes baby  We can study all the positions of the kama sutra   ,,,,yes baby study positions kama sutra,positive
665,ham,En chikku nange bakra msg kalstiya then had tea coffee ,,,,en chikku nange bakra msg kalstiya tea coffee,positive
666,ham,Carlos ll be here in a minute if you still need to buy,,,,carlos minute still need buy,positive
667,ham,This pay is   lt DECIMAL gt   lakhs  ,,,,pay lt decimal gt lakhs,positive
668,ham,Have a good evening  Ttyl,,,,good evening ttyl,positive
669,ham,Did u receive my msg ,,,,u receive msg,positive
670,ham,Ho ho   big belly laugh  See ya tomo,,,,ho ho big belly laugh see ya tomo,positive
671,spam,SMS  ac sun posts HELLO \You seem cool," wanted to say hi. HI!!!\"" Stop? Send STOP to 62468""",,,sms ac sun posts hello \you seem cool,positive
672,spam,Get ur st RINGTONE FREE NOW  Reply to this msg with TONE  Gr TOP  tones to your phone every week just å£  per wk  opt out send STOP  ,,,,get ur st ringtone free reply msg tone gr top tones phone every week å£ per wk opt send stop,positive
673,ham,Ditto  And you won t have to worry about me saying ANYTHING to you anymore  Like i said last night  you do whatever you want and i ll do the same  Peace ,,,,ditto worry saying anything anymore like said last night whatever want peace,positive
674,ham,I ve got   lt  gt    any way I could pick up ,,,,got lt gt way could pick,positive
675,ham,I dont knw pa  i just drink milk ,,,,dont knw pa drink milk,positive
676,ham,Maybe  Say hi to  and find out if  got his card  Great escape or wetherspoons  ,,,,maybe say hi find got card great escape wetherspoons,positive
677,ham,Piggy  r u awake  I bet u re still sleeping  I m going  lunch now ,,,,piggy r u awake bet u still sleeping going lunch,positive
678,ham,Cause I m not freaky lol,,,,cause freaky lol,positive
679,ham,Missed your call cause I was yelling at scrappy  Miss u  Can t wait for u to come home  I m so lonely today ,,,,missed call cause yelling scrappy miss u wait u come home lonely today,negative
680,ham,What is this  hex  place you talk of  Explain ,,,,hex place talk explain,positive
681,ham,ÌÏ log off  wat  It s sdrybi,,,,ìï log wat sdrybi,positive
682,ham,Is xy going  e lunch ,,,,xy going e lunch,positive
683,spam,Hi I m sue  I am  years old and work as a lapdancer  I love sex  Text me live   I m i my bedroom now  text SUE to   By TextOperator G DA ppmsg  ,,,,hi sue years old work lapdancer love sex text live bedroom text sue textoperator g da ppmsg,positive
684,ham,I wanted to ask Ì_ to wait  me to finish lect  Cos my lect finishes in an hour anyway ,,,,wanted ask ì_ wait finish lect cos lect finishes hour anyway,positive
685,ham,Have you finished work yet    ,,,,finished work yet,positive
686,ham,Every King Was Once A Crying Baby And Every Great Building Was Once A Map  Not Imprtant Where U r TODAY  BUT Where U Wil Reach TOMORW  Gud ni,,,,every king crying baby every great building map imprtant u r today u wil reach tomorw gud ni,positive
687,ham,Dear Me at cherthala in case u r coming cochin pls call bfore u start i shall also reach accordingly or tell me which day u r coming tmorow i am engaged ans its holiday ,,,,dear cherthala case u r coming cochin pls call bfore u start shall also reach accordingly tell day u r coming tmorow engaged ans holiday,positive
688,ham,Thanks love  But am i doing torch or bold ,,,,thanks love torch bold,positive
689,spam, Forwarded from  Please CALL  immediately as there is an urgent message waiting for you ,,,,forwarded please call immediately urgent message waiting,positive
690,ham,Was the farm open ,,,,farm open,positive
691,ham,Sorry to trouble u again  Can buy d for my dad again        All  big  small  sat n sun  Thanx ,,,,sorry trouble u buy dad big small sat n sun thanx,negative
692,ham,My sister in law  hope you are having a great month  Just saying hey  Abiola,,,,sister law hope great month saying hey abiola,positive
693,ham,Will purchase d stuff today and mail to you  Do you have a po box number ,,,,purchase stuff today mail po box number,negative
694,ham,Ah poop  Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,,,,ah poop looks like ill prob send laptop get fixed cuz gpu problem,negative
695,ham,Good  Good job  I like entrepreneurs,,,,good good job like entrepreneurs,positive
696,ham,Aight  you close by or still down around alex s place ,,,,aight close still around alex place,positive
697,ham,meet you in corporation st outside gap Û_ you can see how my mind is working ,,,,meet corporation st outside gap û_ see mind working,positive
698,ham,Mum ask Ì_ to buy food home ,,,,mum ask ì_ buy food home,positive
699,ham,K u also dont msg or reply to his msg ,,,,k u also dont msg reply msg,positive
700,ham,How much r Ì_ willing to pay ,,,,much r ì_ willing pay,negative
701,ham,Sorry  I ll call later,,,,sorry call later,negative
702,ham,What is important is that you prevent dehydration by giving her enough fluids,,,,important prevent dehydration giving enough fluids,positive
703,ham,Thats a bit weird  even    where is the do supposed to be happening  But good idea  sure they will be in pub ,,,,thats bit weird even supposed happening good idea sure pub,positive
704,ham,True dear i sat to pray evening and felt so so i sms d you in some time ,,,,true dear sat pray evening felt sms time,positive
705,ham,I don t think I can get away for a trek that long with family in town  sorry,,,,think get away trek long family town sorry,negative
706,ham,So when do you wanna gym harri,,,,wanna gym harri,positive
707,ham,Quite late lar  Ard  anyway i wun b drivin ,,,,quite late lar ard anyway wun b drivin,positive
708,spam,To review and KEEP the fantastic Nokia N Gage game deck with Club Nokia  go  www cnupdates com newsletter  unsubscribe from alerts reply with the word OUT,,,,review keep fantastic nokia n gage game deck club nokia go www cnupdates com newsletter unsubscribe alerts reply word,positive
709,spam,mths half price Orange line rental   latest camera phones  FREE  Had your phone mths   Call MobilesDirect free on  to update now  orstoptxt T Cs,,,,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update orstoptxt cs,positive
710,ham,Height of Confidence  All the Aeronautics professors wer calld  amp  they wer askd  sit in an aeroplane  Aftr they sat they wer told dat the plane ws made by their students  Dey all hurried out of d plane  Bt only  didnt move  He said \if it is made by my students,"this wont even start........ Datz confidence..""",,,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move said \if made students,positive
711,ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,,,,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke,positive
712,spam, between am pm Cost p,,,,pm cost p,positive
713,ham,Save yourself the stress  If the person has a dorm account  just send your account details and the money will be sent to you ,,,,save stress person dorm account send account details money sent,positive
714,ham,He also knows about lunch menu only da    I know,,,,also knows lunch menu da know,positive
715,ham,When i have stuff to sell i ll tell you,,,,stuff sell tell,positive
716,spam,  URGENT  This is the nd attempt to contact U U have WON å£ CALL  b  T CsBCMWCNXX  callcost ppm mobilesvary  maxå£  ,,,,urgent nd attempt contact u u å£ call b csbcmwcnxx callcost ppm mobilesvary maxå£,positive
717,ham,Book which lesson  then you msg me  I will call up after work or sth  I m going to get specs  My membership is PX,,,,book lesson msg call work sth going get specs membership px,positive
718,spam,You have WON a guaranteed å£ cash or a å£ prize  To claim yr prize call our customer service representative on  between am pm,,,,guaranteed å£ cash å£ prize claim yr prize call customer service representative pm,positive
719,ham,Macha dont feel upset i can assume your mindset believe me one evening with me and i have some wonderful plans for both of us LET LIFE BEGIN AGAIN call me anytime,,,,macha dont feel upset assume mindset believe one evening wonderful plans us let life begin call anytime,positive
720,ham,Oh is it  Send me the address,,,,oh send address,positive
721,ham,S fine  Anytime  All the best with it ,,,,fine anytime best,positive
722,ham,That is wondar full flim ,,,,wondar full flim,positive
723,ham,Ya even those cookies have jelly on them,,,,ya even cookies jelly,positive
724,ham,The world is running and i am still maybe all are feeling the same so be it or i have to admit i am mad then where is the correction or let me call this is life and keep running with the world may be u r also running lets run ,,,,world running still maybe feeling admit mad correction let call life keep running world may u r also running lets run,negative
725,ham,Got it  It looks scrumptious  daddy wants to eat you all night long ,,,,got looks scrumptious daddy wants eat night long,positive
726,ham,Of cos can lar i m not so ba dao ok   pm lor  Y u never ask where we go ah  I said u would ask on fri but he said u will ask today ,,,,cos lar ba dao ok pm lor u never ask go ah said u would ask fri said u ask today,positive
727,ham,Alright omw  gotta change my order to a halfth,,,,alright omw gotta change order halfth,positive
728,ham,Exactly  Anyways how far  Is jide her to study or just visiting,,,,exactly anyways far jide study visiting,positive
729,ham,Dunno y u ask me ,,,,dunno u ask,positive
730,spam,Email AlertFrom  Jeri StewartSize  KBSubject  Low cost prescripiton drvgsTo listen to email call ,,,,email alertfrom jeri stewartsize kbsubject low cost prescripiton drvgsto listen email call,negative
731,ham,No he didn t  Spring is coming early yay ,,,,spring coming early yay,positive
732,ham,Lol you won t feel bad when I use her money to take you out to a steak dinner =D,,,,lol feel bad use money take steak dinner =d,positive
733,ham,Even u dont get in trouble while convincing just tel him once or twice and just tel neglect his msgs dont c and read it just dont reply,,,,even u dont get trouble convincing tel twice tel neglect msgs dont c read dont reply,negative
734,ham,Leaving to qatar tonite in search of an opportunity all went fast pls add me in ur prayers dear Rakhesh,,,,leaving qatar tonite search opportunity went fast pls add ur prayers dear rakhesh,positive
735,ham,Then why no one talking to me,,,,one talking,positive
736,ham,Thanks for looking out for me  I really appreciate ,,,,thanks looking really appreciate,positive
737,spam,Hi  Customer Loyalty Offer The NEW Nokia Mobile from ONLY å£ at TXTAUCTION  Txt word  START to No     get yours Now  T Ctxt TC p MTmsg,,,,hi customer loyalty offer new nokia mobile å£ txtauction txt word start get ctxt tc p mtmsg,positive
738,ham,Wish i were with you now ,,,,wish,positive
739,ham,Haha mayb u re rite  U know me well  Da feeling of being liked by someone is gd lor  U faster go find one then all gals in our group attached liao ,,,,haha mayb u rite u know well da feeling liked someone gd lor u faster go find one gals group attached liao,positive
740,ham,Yes i will be there  Glad you made it ,,,,yes glad made,positive
741,ham,Do well   all will for little time  Thing of good times ahead ,,,,well little time thing good times ahead,positive
742,ham,Just got up  have to be out of the room very soon  Û_  i hadn t put the clocks back til at  i shouted at everyone to get up and then realised it was   wahay  another hour in bed ,,,,got room soon û_ put clocks back til shouted everyone get realised wahay another hour bed,positive
743,ham,Ok  There may be a free gym about ,,,,ok may free gym,positive
744,ham,Men like shorter ladies  Gaze up into his eyes ,,,,men like shorter ladies gaze eyes,positive
745,ham,Dunno he jus say go lido  Same time  ,,,,dunno jus say go lido time,positive
746,ham,I promise to take good care of you  princess  I have to run now  Please send pics when you get a chance  Ttyl ,,,,promise take good care princess run please send pics get chance ttyl,positive
747,spam,U are subscribed to the best Mobile Content Service in the UK for å£ per  days until you send STOP to   Helpline ,,,,u subscribed best mobile content service uk å£ per days send stop helpline,positive
748,ham,Is there a reason we ve not spoken this year  Anyways have a great week and all the best in your exam,,,,reason spoken year anyways great week best exam,positive
749,ham,By monday next week  Give me the full gist,,,,monday next week give full gist,positive
750,spam,Do you realize that in about  years  we ll have thousands of old ladies running around with tattoos ,,,,realize years thousands old ladies running around tattoos,positive
751,spam,You have an important customer service announcement from PREMIER ,,,,important customer service announcement premier,positive
752,ham,Dont gimme that lip caveboy,,,,dont gimme lip caveboy,positive
753,ham,When did you get to the library,,,,get library,positive
754,ham,Realy sorry i don t recognise this number and am now confused    who r u please  ,,,,realy sorry recognise number confused r u please,positive
755,ham,So why didnt you holla ,,,,didnt holla,positive
756,ham,Cant think of anyone with * spare room off * top of my head,,,,cant think anyone * spare room * top head,positive
757,ham,Faith makes things possible Hope makes things work Love makes things beautiful May you have all three this Christmas Merry Christmas ,,,,faith makes things possible hope makes things work love makes things beautiful may three christmas merry christmas,positive
758,ham,U should have made an appointment,,,,u made appointment,positive
759,ham,Call me when you carlos is are here  my phone s vibrate is acting up and I might not hear texts,,,,call carlos phone vibrate acting might hear texts,positive
760,spam,Romantic Paris   nights   flights from å£ Book now  next year  Call Ts Cs apply ,,,,romantic paris nights flights å£ book next year call ts cs apply,positive
761,ham,We are at grandmas  Oh dear  u still ill  I felt Shit this morning but i think i am just hungover  Another night then  We leave on sat ,,,,grandmas oh dear u still ill felt shit morning think hungover another night leave sat,negative
762,spam,Urgent Ur å£ guaranteed award is still unclaimed  Call  NOW closingdate   claimcode MM å£ pmmorefrommobileBremoved MobyPOBoxLSYF,,,,urgent ur å£ guaranteed award still unclaimed call closingdate claimcode mm å£ pmmorefrommobilebremoved mobypoboxlsyf,positive
763,ham,Nothing but we jus tot u would ask cos u ba gua  But we went mt faber yest  Yest jus went out already mah so today not going out  Jus call lor ,,,,nothing jus tot u would ask cos u ba gua went mt faber yest yest jus went already mah today going jus call lor,positive
764,ham,Wishing you and your family Merry \X\  mas and HAPPY NEW Year in advance  ,,,,wishing family merry \x\ mas happy new year advance,positive
765,spam,UR awarded a City Break and could WIN a å£ Summer Shopping spree every WK  Txt STORE to    SkilGme  TsCsWinawk Age å£ perWKsub,,,,ur awarded city break could win å£ summer shopping spree every wk txt store skilgme tscswinawk age å£ perwksub,positive
766,ham,I m nt goin  got somethin on  unless they meetin  dinner lor  Haha  i wonder who will go tis time ,,,,nt goin got somethin unless meetin dinner lor haha wonder go tis time,positive
767,ham,Sorry  I ll call later,,,,sorry call later,negative
768,ham,I cant pick the phone right now  Pls send a message,,,,cant pick phone right pls send message,positive
769,ham,Lol I know  They re so dramatic  Schools already closed for tomorrow  Apparently we can t drive in the inch of snow were supposed to get ,,,,lol know dramatic schools already closed tomorrow apparently drive inch snow supposed get,positive
770,ham,Not getting anywhere with this damn job hunting over here ,,,,getting anywhere damn job hunting,negative
771,ham,Lol  U drunkard  Just doing my hair at d moment  Yeah still up  tonight  Wats the plan  ,,,,lol u drunkard hair moment yeah still tonight wats plan,positive
772,ham,idc get over here  you are not weaseling your way out of this shit twice in a row,,,,idc get weaseling way shit twice row,negative
773,ham,I wil be there with in   lt  gt   minutes  Got any space,,,,wil lt gt minutes got space,positive
774,ham,Just sleeping and surfing,,,,sleeping surfing,positive
775,ham,Thanks for picking up the trash ,,,,thanks picking trash,positive
776,ham,Why don t you go tell your friend you re not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,,,,go tell friend sure want live smokes much spend hours begging come smoke,positive
777,ham,\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow  I got to sing and a guy gave me his card  xxx\ ,,,,\hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx\,positive
778,ham,Happy New year my dear brother  I really do miss you  Just got your number and decided to send you this text wishing you only happiness  Abiola,,,,happy new year dear brother really miss got number decided send text wishing happiness abiola,positive
779,ham,That means get the door,,,,means get door,positive
780,ham,Your opinion about me    Over   Jada   Kusruthi   Lovable   Silent   Spl character   Not matured   Stylish   Simple Pls reply ,,,,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,positive
781,ham,Hmmm   I thought we said  hours slave  not    You are late   How should I punish you  ,,,,hmmm thought said hours slave late punish,negative
782,ham,Beerage ,,,,beerage,positive
783,spam,You have an important customer service announcement from PREMIER  Call FREEPHONE    now ,,,,important customer service announcement premier call freephone,positive
784,ham,Dont think so  It turns off like randomlly within min of opening,,,,dont think turns like randomlly within min opening,negative
785,ham,She was supposed to be but couldn t make it  she s still in town though,,,,supposed make still town though,positive
786,ham,It does it on its own  Most of the time it fixes my spelling  But sometimes it gets a completely diff word  Go figure,,,,time fixes spelling sometimes gets completely diff word go figure,positive
787,spam,Ever thought about living a good life with a perfect partner  Just txt back NAME and AGE to join the mobile community   p SMS ,,,,ever thought living good life perfect partner txt back name age join mobile community p sms,positive
788,spam, Free Top Polyphonic Tones call   National Rate  Get a toppoly tune sent every week  just text SUBPOLY to   å£ per pole  UnSub  ,,,,free top polyphonic tones call national rate get toppoly tune sent every week text subpoly å£ per pole unsub,positive
789,ham,Gud mrng dear hav a nice day,,,,gud mrng dear hav nice day,positive
790,ham,This is hoping you enjoyed your game yesterday  Sorry i ve not been in touch but pls know that you are fondly bein thot off  Have a great week  Abiola,,,,hoping enjoyed game yesterday sorry touch pls know fondly bein thot great week abiola,positive
791,ham,All e best  ur driving tmr   ,,,,e best ur driving tmr,positive
792,ham,Y WHERE U AT DOGBREATH  ITS JUST SOUNDING LIKE JAN C THATåÕS AL ,,,,u dogbreath sounding like jan c thatåõs al,positive
793,ham,Omg I want to scream  I weighed myself and I lost more weight  Woohoo ,,,,omg want scream weighed lost weight woohoo,negative
794,ham,There generally isn t one  It s an uncountable noun   u in the dictionary  pieces of research ,,,,generally one uncountable noun u dictionary pieces research,positive
795,ham,it s really getting me down just hanging around ,,,,really getting hanging around,positive
796,spam,Orange customer  you may now claim your FREE CAMERA PHONE upgrade for your loyalty  Call now on     Offer ends thMarch  T C s apply  Opt out availa,,,,orange customer may claim free camera phone upgrade loyalty call offer ends thmarch c apply opt availa,positive
797,ham,\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\ ,,,,\petey boy whereare friendsare thekingshead come canlove nic\,positive
798,ham,Ok i msg u b i leave my house ,,,,ok msg u b leave house,positive
799,ham,\Gimme a few\  was   lt  gt   minutes ago ,,,,\gimme few\ lt gt minutes ago,positive
800,spam,Last Chance  Claim ur å£ worth of discount vouchers today  Text SHOP to  now  SavaMob  offers mobile  T Cs SavaMob POBOX  MUZ  å£  Sub  ,,,,last chance claim ur å£ worth discount vouchers today text shop savamob offers mobile cs savamob pobox muz å£ sub,positive
801,ham,Appt is at  lt TIME gt  am  Not my fault u don t listen  I told u twice,,,,appt lt time gt fault u listen told u twice,negative
802,spam,FREE for st week  No Nokia tone  ur mobile every week just txt NOKIA to  Get txting and tell ur mates  www getzed co uk POBox  WWQ   normp tone,,,,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates www getzed co uk pobox wwq normp tone,positive
803,spam,You have won a guaranteed å£ award or even å£ cashto claim UR award call free on      stop getstop on  PHP  RG JX,,,,guaranteed å£ award even å£ cashto claim ur award call free stop getstop php rg jx,positive
804,ham,K I ll be there before  ,,,,k,positive
805,ham,I dled d its very imp,,,,dled imp,positive
806,ham,sure  but make sure he knows we ain t smokin yet,,,,sure make sure knows smokin yet,positive
807,ham,Boooo you always work  Just quit ,,,,boooo always work quit,positive
808,ham,I am taking half day leave bec i am not well,,,,taking half day leave bec well,positive
809,ham,Ugh I don t wanna get out of bed  It s so warm ,,,,ugh wanna get bed warm,negative
810,ham,S  s nervous   lt  gt    ,,,,nervous lt gt,positive
811,ham,So there s a ring that comes with the guys costumes  It s there so they can gift their future yowifes  Hint hint,,,,ring comes guys costumes gift future yowifes hint hint,positive
812,spam,Congratulations ur awarded either å£ of CD gift vouchers   Free entry  our å£ weekly draw txt MUSIC to  TnCs www Ldew comwinppmxage,,,,congratulations ur awarded either å£ cd gift vouchers free entry å£ weekly draw txt music tncs www ldew comwinppmxage,positive
813,ham,I borrow ur bag ok ,,,,borrow ur bag ok,positive
814,spam,U were outbid by simonwatson on the Shinco DVD Plyr   bid again  visit sms  ac smsrewards  end bid notifications  reply END OUT,,,,u outbid simonwatson shinco dvd plyr bid visit sms ac smsrewards end bid notifications reply end,positive
815,ham,Where s my boytoy  I miss you   What happened ,,,,boytoy miss happened,negative
816,ham,He has lots of used ones babe  but the model doesn t help  Youi have to bring it over and he ll match it up,,,,lots used ones babe model help youi bring match,positive
817,ham,Also are you bringing galileo or dobby,,,,also bringing galileo dobby,positive
818,ham,Then why you not responding,,,,responding,positive
819,ham,\BOO BABE  U ENJOYIN YOURJOB  U SEEMED  B GETTIN ON WELL HUNNY HOPE URE OK TAKE CARE   IåÕLLSPEAK U SOONLOTS OF LOVEME XXXX \ ,,,,\boo babe u enjoyin yourjob u seemed b gettin well hunny hope ure ok take care iåõllspeak u soonlots loveme xxxx \,positive
820,ham,Good afternoon starshine  How s my boytoy  Does he crave me yet  Ache to fuck me   *sips cappuccino* I miss you babe *teasing kiss*,,,,good afternoon starshine boytoy crave yet ache fuck *sips cappuccino* miss babe *teasing kiss*,negative
821,ham,On the road so cant txt,,,,road cant txt,positive
822,spam,SMSSERVICES  for yourinclusive text credits  pls goto www comuk net login= qxj unsubscribe with STOP  no extra charge  help  COMUK   CM AE,,,,smsservices yourinclusive text credits pls goto www comuk net login= qxj unsubscribe stop extra charge help comuk cm ae,positive
823,spam,p  alfie Moon s Children in need song on ur mob  Tell ur ms  Txt Tone charity to  for Nokias or Poly charity for polys  zed  profit  charity ,,,,p alfie moon children need song ur mob tell ur ms txt tone charity nokias poly charity polys zed profit charity,positive
824,ham,Have a good evening  Ttyl,,,,good evening ttyl,positive
825,ham,Hmm   Bits and pieces lol   *sighs*  ,,,,hmm bits pieces lol *sighs*,positive
826,ham,Hahaha use your brain dear,,,,hahaha use brain dear,positive
827,ham,Hey  You got any mail ,,,,hey got mail,positive
828,ham,Sorry light turned green  I meant another friend wanted   lt  gt   worth but he may not be around,,,,sorry light turned green meant another friend wanted lt gt worth may around,positive
829,ham,Thanks for yesterday sir  You have been wonderful  Hope you enjoyed the burial  MojiBiola,,,,thanks yesterday sir wonderful hope enjoyed burial mojibiola,positive
830,spam,U have a secret admirer  REVEAL who thinks U R So special  Call   To opt out Reply REVEAL STOP    per msg recd  Cust care ,,,,u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care,positive
831,ham,Hi mate its RV did u hav a nice hol just a message  say hello coz havenåÕt sent u  in ages started driving so stay off roads RVx,,,,hi mate rv u hav nice hol message say hello coz havenåõt sent u ages started driving stay roads rvx,positive
832,spam,Dear Voucher Holder  To claim this weeks offer  at you PC please go to http  www e tlp co uk expressoffer Ts Cs apply  To stop texts  txt STOP to ,,,,dear voucher holder claim weeks offer pc please go http www e tlp co uk expressoffer ts cs apply stop texts txt stop,positive
833,ham,Thank you so much  When we skyped wit kz and sura  we didnt get the pleasure of your company  Hope you are good  We ve given you ultimatum oh  We are countin down to aburo  Enjoy  This is the message i sent days ago,,,,thank much skyped wit kz sura didnt get pleasure company hope good given ultimatum oh countin aburo enjoy message sent days ago,positive
